"""KEY"""KEY:0TXTSH;"""SOCIEDAD"""0COMP_CODE:0COMP_CODE;"""CLASE DOCUMENTO VENTA"""0DOC_TYPE:0DOC_TYPE;"""CENTRO"""0PLANT:0PLANT;"""ORGANIZACION DE VENTA"""0SALES_ORG:0SALESORG;"""SOLICITANTE"""0SOLD_TO:0SOLD_TO;"""NOMBRE SOLICITANTE"""1TXTMD:0TXTMD;"""RUT SOLICITANTE"""RUT_SOLD_TO:0TAX_NUMB;"""DESTINATARIO DE MERCANCIA"""0SHIP_TO:0SHIP_TO;"""RUT DESTINATARIO DE MERCANCIA"""RUT_0SHIP_TO:0TAX_NUMB;"""DOCUMENTO VENTA"""0DOC_NUMBER:0DOC_NUMBER;"""POSICION DOC. VENTA"""0S_ORD_ITEM:0S_ORD_ITEM;"""FECHA DOCUMENTO PEDIDO"""0CALDAY:0CALDAY;"""MATERIAL"""0MATERIAL:0MATERIAL;"""DESCRIPCION MATERIAL"""DESCRIPTION:0TXTLG;"""ESPECIE MATERIAL"""ZMAT_SPEC:ZMAT_SPEC;"""ENTREGA"""0DELIV_NUMB:0DELIV_NUMB;"""FACTURA"""0BILL_NUM:0BILL_NUM;"""CENTRO DE BENEFICIO"""0PROFIT_CTR:0PROFIT_CTR;"""PEDIDO CLIENTE"""0PO_NUMBER:0PO_NUMBER;"""CLIENTE FACTURA"""CLIENTE_FACTURA:/BIC/OF_CHAR_000010_00;"""CANTIDAD PEDIDO"""CANTIDAD_PEDIDO:0QUANT_B;"""CANTIDAD ENTREGA"""CANTIDAD_ENTREGA:4ZV_SD11-0QUANT_B_0;"""CANTIDAD FACTURA"""CANTIDAD_FACTURA:4ZV_SD11-0QUANT_B_1;"""VALOR PEDIDO MD"""VALOR_PEDIDO_MD:0NET_VALUE;"""VALOR PEDIDO ME"""VALOR_PEDIDO_ME:0NET_VAL_S;"""VALOR NETRO FACTURA ME"""VALOR_NETRO_FACTURA_ME:4ZV_SD11-0NET_VAL_S_0;"""VALOR NETO FACTURA MD"""VALOR_NETO_FACTURA_MD:4ZV_SD11-0NETVAL_INV;"""PESO BRUTO PEDIDO"""PESO_BRUTO_PEDIDO:0GR_WT_KG;"""PESO NETO PEDIDO"""PESO_NETO_PEDIDO:0NT_WT_KG;"""PESO BRUTO ENTREGA"""PESO_BRUTO_ENTREGA:4ZV_SD11-0GR_WT_KG_0;"""PESO NETO ENTREGA"""PESO_NETO_ENTREGA:4ZV_SD11-0NT_WT_KG_0;"""PRECIO MD"""PRECIO_MD:0COST;"""PRECIO ME"""PRECIO_ME:0COST_VAL_S;"""TIPO DE CAMBIO"""TIPO_DE_CAMBIO:0EXCHG_RATE;"""DESTINATARIO DE FACTURA"""0BILLTOPRTY:0BILLTOPRTY;"""CANAL DE DISTRIBUCIÓN"""0DISTR_CHAN:0DISTR_CHAN;"""NOMBRE DEST. MERCANCIA """0SHIP_TO_NAME:0TXTMD;"""NOMBRE DEST. FACTURA"""0BILLTOPRTY_NAME:0TXTMD;"""VALOR UNITARIO"""VALOR_UNITARIO:FLOAT
0300028571000030;VS05;S101;HS51;VS05;13773058-8;Marianela Isabel Sanchez González;13773058-8;13773058-8;13773058-8;0300028571;000030;20240205;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500032015;0700024500;ALLIEU2020;4901547314;13773058-8;1293.000 ;1.2930000000000000E+03;1.2930000000000000E+03;711150.00 ;753.46 ;7.5346000000000004E+02;7.1115000000000000E+05;1293.000 ;1293.000 ;1.2930000000000000E+03;1.2930000000000000E+03;0.00 ;0.00 ;-9.4379999999999995E+02;13773058-8;01;Marianela Isabel Sanchez González;Marianela Isabel Sanchez González;5.5000000000000000E+02
0300028571000020;VS05;S101;HS51;VS05;13773058-8;Marianela Isabel Sanchez González;13773058-8;13773058-8;13773058-8;0300028571;000020;20240205;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500032015;0700024500;ALLIEU2020;4901547314;13773058-8;1266.000 ;1.2660000000000000E+03;1.2660000000000000E+03;696300.00 ;737.73 ;7.3773000000000002E+02;6.9630000000000000E+05;1266.000 ;1266.000 ;1.2660000000000000E+03;1.2660000000000000E+03;0.00 ;0.00 ;-9.4379999999999995E+02;13773058-8;01;Marianela Isabel Sanchez González;Marianela Isabel Sanchez González;5.5000000000000000E+02
0300028571000010;VS05;S101;HS51;VS05;13773058-8;Marianela Isabel Sanchez González;13773058-8;13773058-8;13773058-8;0300028571;000010;20240205;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500032015;0700024500;ALLIEU2020;4901547314;13773058-8;2060.000 ;2.0600000000000000E+03;2.0600000000000000E+03;1133000.00 ;1200.42 ;1.2004200000000001E+03;1.1330000000000000E+06;2060.000 ;2060.000 ;2.0600000000000000E+03;2.0600000000000000E+03;0.00 ;0.00 ;-9.4379999999999995E+02;13773058-8;01;Marianela Isabel Sanchez González;Marianela Isabel Sanchez González;5.5000000000000000E+02
0300028570000040;VS05;S101;HS51;VS05;15902937-9;TOMAS EDUARDO NUNEZ CARVACHO;15902937-9;15902937-9;15902937-9;0300028570;000040;20240205;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500032014;0700024499;ALPLHSSU19;4901547139;15902937-9;344.000 ;3.4400000000000000E+02;3.4400000000000000E+02;791200.00 ;838.28 ;8.3827999999999997E+02;7.9120000000000000E+05;344.000 ;344.000 ;3.4400000000000000E+02;3.4400000000000000E+02;0.00 ;0.00 ;-9.4379999999999995E+02;15902937-9;01;TOMAS EDUARDO NUNEZ CARVACHO;TOMAS EDUARDO NUNEZ CARVACHO;2.3000000000000000E+03
0300028570000030;VS05;S101;HS51;VS05;15902937-9;TOMAS EDUARDO NUNEZ CARVACHO;15902937-9;15902937-9;15902937-9;0300028570;000030;20240205;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500032014;0700024499;ALPLHSSU19;4901547139;15902937-9;981.000 ;9.8100000000000000E+02;9.8100000000000000E+02;2550600.00 ;2702.36 ;2.7023600000000001E+03;2.5506000000000000E+06;981.000 ;981.000 ;9.8100000000000000E+02;9.8100000000000000E+02;0.00 ;0.00 ;-9.4379999999999995E+02;15902937-9;01;TOMAS EDUARDO NUNEZ CARVACHO;TOMAS EDUARDO NUNEZ CARVACHO;2.6000000000000000E+03
0300028570000020;VS05;S101;HS51;VS05;15902937-9;TOMAS EDUARDO NUNEZ CARVACHO;15902937-9;15902937-9;15902937-9;0300028570;000020;20240205;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500032014;0700024499;ALPLHSSU19;4901547139;15902937-9;1224.000 ;1.2240000000000000E+03;1.2240000000000000E+03;3182400.00 ;3371.76 ;3.3717600000000002E+03;3.1824000000000000E+06;1224.000 ;1224.000 ;1.2240000000000000E+03;1.2240000000000000E+03;0.00 ;0.00 ;-9.4379999999999995E+02;15902937-9;01;TOMAS EDUARDO NUNEZ CARVACHO;TOMAS EDUARDO NUNEZ CARVACHO;2.6000000000000000E+03
0300028570000010;VS05;S101;HS51;VS05;15902937-9;TOMAS EDUARDO NUNEZ CARVACHO;15902937-9;15902937-9;15902937-9;0300028570;000010;20240205;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500032014;0700024499;ALPLHSSU19;4901547139;15902937-9;1900.000 ;1.9000000000000000E+03;1.9000000000000000E+03;4940000.00 ;5233.94 ;5.2339399999999996E+03;4.9400000000000000E+06;1900.000 ;1900.000 ;1.9000000000000000E+03;1.9000000000000000E+03;0.00 ;0.00 ;-9.4379999999999995E+02;15902937-9;01;TOMAS EDUARDO NUNEZ CARVACHO;TOMAS EDUARDO NUNEZ CARVACHO;2.6000000000000000E+03
0300028565000010;VN01;S101;HN11;VN01;77319823-3;R.P. SPA;77319823-3;77319823-3;77319823-3;0300028565;000010;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031998;0700024715;PIPLHS2012;VENTACOMERCIAL;77319823-3;1074.000 ;1.0740000000000000E+03;1.0740000000000000E+03;1933200.00 ;2065.36 ;2.0653600000000001E+03;1.9332000000000000E+06;1074.000 ;1074.000 ;1.0740000000000000E+03;1.0740000000000000E+03;0.00 ;0.00 ;-9.3600000000000000E+02;77319823-3;01;R.P. SPA;R.P. SPA;1.8000000000000000E+03
0300028564000020;VN01;S101;HN11;VN01;76123801-9;COMPRA Y VENTA DE FRUTAS Y VERDURAS;76123801-9;76123801-9;76123801-9;0300028564;000020;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031997;0700024714;PIPLHS2012;VENTACOMERCIAL;76123801-9;7011.000 ;7.0110000000000000E+03;7.0110000000000000E+03;16125300.00 ;17227.70 ;1.7227700000000001E+04;1.6125300000000000E+07;7011.000 ;7011.000 ;7.0110000000000000E+03;7.0110000000000000E+03;0.00 ;0.00 ;-9.3600000000000000E+02;76123801-9;01;COMPRA Y VENTA DE FRUTAS Y VERDURAS;COMPRA Y VENTA DE FRUTAS Y VERDURAS;2.3000000000000000E+03
0300028564000010;VN01;S101;HN11;VN01;76123801-9;COMPRA Y VENTA DE FRUTAS Y VERDURAS;76123801-9;76123801-9;76123801-9;0300028564;000010;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031997;0700024714;PIPLHS2012;VENTACOMERCIAL;76123801-9;3988.000 ;3.9880000000000000E+03;3.9880000000000000E+03;10368800.00 ;11077.66 ;1.1077660000000000E+04;1.0368800000000000E+07;3988.000 ;3988.000 ;3.9880000000000000E+03;3.9880000000000000E+03;0.00 ;0.00 ;-9.3600000000000000E+02;76123801-9;01;COMPRA Y VENTA DE FRUTAS Y VERDURAS;COMPRA Y VENTA DE FRUTAS Y VERDURAS;2.6000000000000000E+03
0300028547000050;VS05;S101;HS51;VS05;77281726-6;AGRICOLA SANTA ANA LTDA;77281726-6;77281726-6;77281726-6;0300028547;000050;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031995;0700024498;ALPLHSIS19;77281726-6;77281726-6;1346.000 ;1.3460000000000000E+03;1.3460000000000000E+03;3095800.00 ;3307.44 ;3.3074400000000001E+03;3.0958000000000000E+06;1346.000 ;1346.000 ;1.3460000000000000E+03;1.3460000000000000E+03;0.00 ;0.00 ;-9.3600000000000000E+02;77281726-6;01;AGRICOLA SANTA ANA LTDA;AGRICOLA SANTA ANA LTDA;2.3000000000000000E+03
0300028547000040;VS05;S101;HS51;VS05;77281726-6;AGRICOLA SANTA ANA LTDA;77281726-6;77281726-6;77281726-6;0300028547;000040;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031995;0700024498;ALPLHSIS19;77281726-6;77281726-6;1481.000 ;1.4810000000000000E+03;1.4810000000000000E+03;3406300.00 ;3639.17 ;3.6391700000000001E+03;3.4063000000000000E+06;1481.000 ;1481.000 ;1.4810000000000000E+03;1.4810000000000000E+03;0.00 ;0.00 ;-9.3600000000000000E+02;77281726-6;01;AGRICOLA SANTA ANA LTDA;AGRICOLA SANTA ANA LTDA;2.3000000000000000E+03
0300028547000030;VS05;S101;HS51;VS05;77281726-6;AGRICOLA SANTA ANA LTDA;77281726-6;77281726-6;77281726-6;0300028547;000030;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031995;0700024498;ALPLHSIS19;77281726-6;77281726-6;1433.000 ;1.4330000000000000E+03;1.4330000000000000E+03;3295900.00 ;3521.22 ;3.5212199999999998E+03;3.2959000000000000E+06;1433.000 ;1433.000 ;1.4330000000000000E+03;1.4330000000000000E+03;0.00 ;0.00 ;-9.3600000000000000E+02;77281726-6;01;AGRICOLA SANTA ANA LTDA;AGRICOLA SANTA ANA LTDA;2.3000000000000000E+03
0300028547000020;VS05;S101;HS51;VS05;77281726-6;AGRICOLA SANTA ANA LTDA;77281726-6;77281726-6;77281726-6;0300028547;000020;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031995;0700024498;ALPLHSIS19;77281726-6;77281726-6;936.000 ;9.3600000000000000E+02;9.3600000000000000E+02;2152800.00 ;2299.98 ;2.2999800000000000E+03;2.1528000000000000E+06;936.000 ;936.000 ;9.3600000000000000E+02;9.3600000000000000E+02;0.00 ;0.00 ;-9.3600000000000000E+02;77281726-6;01;AGRICOLA SANTA ANA LTDA;AGRICOLA SANTA ANA LTDA;2.3000000000000000E+03
0300028547000010;VS05;S101;HS51;VS05;77281726-6;AGRICOLA SANTA ANA LTDA;77281726-6;77281726-6;77281726-6;0300028547;000010;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031995;0700024498;ALPLHSIS19;77281726-6;77281726-6;11491.000 ;1.1491000000000000E+04;1.1491000000000000E+04;26429300.00 ;28236.13 ;2.8236130000000001E+04;2.6429300000000000E+07;11491.000 ;11491.000 ;1.1491000000000000E+04;1.1491000000000000E+04;0.00 ;0.00 ;-9.3600000000000000E+02;77281726-6;01;AGRICOLA SANTA ANA LTDA;AGRICOLA SANTA ANA LTDA;2.3000000000000000E+03
0300028545000010;VS05;S101;HS51;VS05;77281726-6;AGRICOLA SANTA ANA LTDA;77281726-6;77281726-6;77281726-6;0300028545;000010;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031993;0700024497;ALPLHSSU19;4901545365;77281726-6;35.000 ;3.5000000000000000E+01;3.5000000000000000E+01;88235.00 ;94.27 ;9.4269999999999996E+01;8.8235000000000000E+04;35.000 ;35.000 ;3.5000000000000000E+01;3.5000000000000000E+01;0.00 ;0.00 ;-9.3600000000000000E+02;77281726-6;01;AGRICOLA SANTA ANA LTDA;AGRICOLA SANTA ANA LTDA;2.5210000000000000E+03
0300028538000030;VS05;S101;HS51;VS05;12915305-9;MARCELO FERNANDO GONZALEZ ZUÑIGA;12915305-9;12915305-9;12915305-9;0300028538;000030;20240202;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500031985;0700024496;ALLIEU2020;4901546564;12915305-9;900.000 ;9.0000000000000000E+02;9.0000000000000000E+02;495000.00 ;528.84 ;5.2884000000000003E+02;4.9500000000000000E+05;900.000 ;900.000 ;9.0000000000000000E+02;9.0000000000000000E+02;0.00 ;0.00 ;-9.3600000000000000E+02;12915305-9;01;MARCELO FERNANDO GONZALEZ ZUÑIGA;MARCELO FERNANDO GONZALEZ ZUÑIGA;5.5000000000000000E+02
0300028538000020;VS05;S101;HS51;VS05;12915305-9;MARCELO FERNANDO GONZALEZ ZUÑIGA;12915305-9;12915305-9;12915305-9;0300028538;000020;20240202;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500031985;0700024496;ALLIEU2020;4901546564;12915305-9;2147.000 ;2.1470000000000000E+03;2.1470000000000000E+03;1180850.00 ;1261.58 ;1.2615799999999999E+03;1.1808500000000000E+06;2147.000 ;2147.000 ;2.1470000000000000E+03;2.1470000000000000E+03;0.00 ;0.00 ;-9.3600000000000000E+02;12915305-9;01;MARCELO FERNANDO GONZALEZ ZUÑIGA;MARCELO FERNANDO GONZALEZ ZUÑIGA;5.5000000000000000E+02
0300028538000010;VS05;S101;HS51;VS05;12915305-9;MARCELO FERNANDO GONZALEZ ZUÑIGA;12915305-9;12915305-9;12915305-9;0300028538;000010;20240202;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;0500031985;0700024496;ALLIEU2020;4901546564;12915305-9;426.000 ;4.2600000000000000E+02;4.2600000000000000E+02;127800.00 ;136.54 ;1.3653999999999999E+02;1.2780000000000000E+05;426.000 ;426.000 ;4.2600000000000000E+02;4.2600000000000000E+02;0.00 ;0.00 ;-9.3600000000000000E+02;12915305-9;01;MARCELO FERNANDO GONZALEZ ZUÑIGA;MARCELO FERNANDO GONZALEZ ZUÑIGA;3.0000000000000000E+02
0300028536000040;VS05;S101;HS51;VS05;77351373-2;COMERCIALIZADORA Y DISTRIBUIDORA;77351373-2;77351373-2;77351373-2;0300028536;000040;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031982;0700024495;ALPLHSIS19;4901546560;77351373-2;1939.000 ;1.9390000000000000E+03;1.9390000000000000E+03;4459700.00 ;4764.59 ;4.7645900000000001E+03;4.4597000000000000E+06;1939.000 ;1939.000 ;1.9390000000000000E+03;1.9390000000000000E+03;0.00 ;0.00 ;-9.3600000000000000E+02;77351373-2;01;COMERCIALIZADORA Y DISTRIBUIDORA;COMERCIALIZADORA Y DISTRIBUIDORA;2.3000000000000000E+03
0300028536000030;VS05;S101;HS51;VS05;77351373-2;COMERCIALIZADORA Y DISTRIBUIDORA;77351373-2;77351373-2;77351373-2;0300028536;000030;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031982;0700024495;ALPLHSIS19;4901546560;77351373-2;2789.000 ;2.7890000000000000E+03;2.7890000000000000E+03;6414700.00 ;6853.24 ;6.8532399999999998E+03;6.4147000000000000E+06;2789.000 ;2789.000 ;2.7890000000000000E+03;2.7890000000000000E+03;0.00 ;0.00 ;-9.3600000000000000E+02;77351373-2;01;COMERCIALIZADORA Y DISTRIBUIDORA;COMERCIALIZADORA Y DISTRIBUIDORA;2.3000000000000000E+03
0300028536000020;VS05;S101;HS51;VS05;77351373-2;COMERCIALIZADORA Y DISTRIBUIDORA;77351373-2;77351373-2;77351373-2;0300028536;000020;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031982;0700024495;ALPLHSIS19;4901546560;77351373-2;1394.000 ;1.3940000000000000E+03;1.3940000000000000E+03;3206200.00 ;3425.39 ;3.4253899999999999E+03;3.2062000000000000E+06;1394.000 ;1394.000 ;1.3940000000000000E+03;1.3940000000000000E+03;0.00 ;0.00 ;-9.3600000000000000E+02;77351373-2;01;COMERCIALIZADORA Y DISTRIBUIDORA;COMERCIALIZADORA Y DISTRIBUIDORA;2.3000000000000000E+03
0300028536000010;VS05;S101;HS51;VS05;77351373-2;COMERCIALIZADORA Y DISTRIBUIDORA;77351373-2;77351373-2;77351373-2;0300028536;000010;20240202;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031982;0700024495;ALPLHSIS19;4901546560;77351373-2;10505.000 ;1.0505000000000000E+04;1.0505000000000000E+04;24161500.00 ;25813.29 ;2.5813290000000001E+04;2.4161500000000000E+07;10505.000 ;10505.000 ;1.0505000000000000E+04;1.0505000000000000E+04;0.00 ;0.00 ;-9.3600000000000000E+02;77351373-2;01;COMERCIALIZADORA Y DISTRIBUIDORA;COMERCIALIZADORA Y DISTRIBUIDORA;2.3000000000000000E+03
0300028528000080;VS05;S101;HS51;VS05;77172887-1;SAVH INVERSIONES SPA;77172887-1;77172887-1;77172887-1;0300028528;000080;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031963;0700024494;ALPLHSIS19;4901546170;77172887-1;4916.000 ;4.9160000000000000E+03;4.9160000000000000E+03;11306800.00 ;12128.38 ;1.2128379999999999E+04;1.1306800000000000E+07;4916.000 ;4916.000 ;4.9160000000000000E+03;4.9160000000000000E+03;0.00 ;0.00 ;-9.3229999999999995E+02;77172887-1;01;SAVH INVERSIONES SPA;SAVH INVERSIONES SPA;2.3000000000000000E+03
0300028528000070;VS05;S101;HS51;VS05;77172887-1;SAVH INVERSIONES SPA;77172887-1;77172887-1;77172887-1;0300028528;000070;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031963;0700024494;ALPLHSIS19;4901546170;77172887-1;450.000 ;4.5000000000000000E+02;4.5000000000000000E+02;1170000.00 ;1255.01 ;1.2550100000000000E+03;1.1700000000000000E+06;450.000 ;450.000 ;4.5000000000000000E+02;4.5000000000000000E+02;0.00 ;0.00 ;-9.3229999999999995E+02;77172887-1;01;SAVH INVERSIONES SPA;SAVH INVERSIONES SPA;2.6000000000000000E+03
0300028528000060;VS05;S101;HS51;VS05;77172887-1;SAVH INVERSIONES SPA;77172887-1;77172887-1;77172887-1;0300028528;000060;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031963;0700024494;ALPLHSIS19;4901546170;77172887-1;3634.000 ;3.6340000000000000E+03;3.6340000000000000E+03;8358200.00 ;8965.52 ;8.9655200000000004E+03;8.3582000000000000E+06;3634.000 ;3634.000 ;3.6340000000000000E+03;3.6340000000000000E+03;0.00 ;0.00 ;-9.3229999999999995E+02;77172887-1;01;SAVH INVERSIONES SPA;SAVH INVERSIONES SPA;2.3000000000000000E+03
0300028528000050;VS05;S101;HS51;VS05;77172887-1;SAVH INVERSIONES SPA;77172887-1;77172887-1;77172887-1;0300028528;000050;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031963;0700024494;ALPLHSIS19;4901546170;77172887-1;455.000 ;4.5500000000000000E+02;4.5500000000000000E+02;1183000.00 ;1268.96 ;1.2689600000000000E+03;1.1830000000000000E+06;455.000 ;455.000 ;4.5500000000000000E+02;4.5500000000000000E+02;0.00 ;0.00 ;-9.3229999999999995E+02;77172887-1;01;SAVH INVERSIONES SPA;SAVH INVERSIONES SPA;2.6000000000000000E+03
0300028528000040;VS05;S101;HS51;VS05;77172887-1;SAVH INVERSIONES SPA;77172887-1;77172887-1;77172887-1;0300028528;000040;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031963;0700024494;ALPLHSIS19;4901546170;77172887-1;1874.000 ;1.8740000000000000E+03;1.8740000000000000E+03;4310200.00 ;4623.39 ;4.6233900000000003E+03;4.3102000000000000E+06;1874.000 ;1874.000 ;1.8740000000000000E+03;1.8740000000000000E+03;0.00 ;0.00 ;-9.3229999999999995E+02;77172887-1;01;SAVH INVERSIONES SPA;SAVH INVERSIONES SPA;2.3000000000000000E+03
0300028528000030;VS05;S101;HS51;VS05;77172887-1;SAVH INVERSIONES SPA;77172887-1;77172887-1;77172887-1;0300028528;000030;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031963;0700024494;ALPLHSIS19;4901546170;77172887-1;1849.000 ;1.8490000000000000E+03;1.8490000000000000E+03;4252700.00 ;4561.71 ;4.5617100000000000E+03;4.2527000000000000E+06;1849.000 ;1849.000 ;1.8490000000000000E+03;1.8490000000000000E+03;0.00 ;0.00 ;-9.3229999999999995E+02;77172887-1;01;SAVH INVERSIONES SPA;SAVH INVERSIONES SPA;2.3000000000000000E+03
0300028528000020;VS05;S101;HS51;VS05;77172887-1;SAVH INVERSIONES SPA;77172887-1;77172887-1;77172887-1;0300028528;000020;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031963;0700024494;ALPLHSIS19;4901546170;77172887-1;1515.000 ;1.5150000000000000E+03;1.5150000000000000E+03;3484500.00 ;3737.69 ;3.7376900000000001E+03;3.4845000000000000E+06;1515.000 ;1515.000 ;1.5150000000000000E+03;1.5150000000000000E+03;0.00 ;0.00 ;-9.3229999999999995E+02;77172887-1;01;SAVH INVERSIONES SPA;SAVH INVERSIONES SPA;2.3000000000000000E+03
0300028528000010;VS05;S101;HS51;VS05;77172887-1;SAVH INVERSIONES SPA;77172887-1;77172887-1;77172887-1;0300028528;000010;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031963;0700024494;ALPLHSIS19;4901546170;77172887-1;1808.000 ;1.8080000000000000E+03;1.8080000000000000E+03;4158400.00 ;4460.56 ;4.4605600000000004E+03;4.1584000000000000E+06;1808.000 ;1808.000 ;1.8080000000000000E+03;1.8080000000000000E+03;0.00 ;0.00 ;-9.3229999999999995E+02;77172887-1;01;SAVH INVERSIONES SPA;SAVH INVERSIONES SPA;2.3000000000000000E+03
0300028527000020;VN01;S101;HN11;VN01;76861017-7;COMER. SAN LUCAS Y SAN MATHIAS;76861017-7;76861017-7;76861017-7;0300028527;000020;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031962;0700024713;PIPLHS2012;VENTACOMERCIAL;76861017-7;5157.000 ;5.1570000000000000E+03;5.1570000000000000E+03;11861100.00 ;12722.95 ;1.2722950000000001E+04;1.1861100000000000E+07;5157.000 ;5157.000 ;5.1570000000000000E+03;5.1570000000000000E+03;0.00 ;0.00 ;-9.3229999999999995E+02;76861017-7;01;COMER. SAN LUCAS Y SAN MATHIAS;COMER. SAN LUCAS Y SAN MATHIAS;2.3000000000000000E+03
0300028527000010;VN01;S101;HN11;VN01;76861017-7;COMER. SAN LUCAS Y SAN MATHIAS;76861017-7;76861017-7;76861017-7;0300028527;000010;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031962;0700024713;PIPLHS2012;VENTACOMERCIAL;76861017-7;4469.000 ;4.4690000000000000E+03;4.4690000000000000E+03;11619400.00 ;12463.69 ;1.2463690000000001E+04;1.1619400000000000E+07;4469.000 ;4469.000 ;4.4690000000000000E+03;4.4690000000000000E+03;0.00 ;0.00 ;-9.3229999999999995E+02;76861017-7;01;COMER. SAN LUCAS Y SAN MATHIAS;COMER. SAN LUCAS Y SAN MATHIAS;2.6000000000000000E+03
0300028526000080;VS05;S101;HS51;VS05;77484323-K;LUCIPAL SPA;77484323-K;77484323-K;77484323-K;0300028526;000080;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031961;0700024493;ALPLHSIS19;4901546069;77484323-K;466.000 ;4.6600000000000000E+02;4.6600000000000000E+02;1071800.00 ;1149.68 ;1.1496800000000001E+03;1.0718000000000000E+06;466.000 ;466.000 ;4.6600000000000000E+02;4.6600000000000000E+02;0.00 ;0.00 ;-9.3229999999999995E+02;77484323-K;01;LUCIPAL SPA;LUCIPAL SPA;2.3000000000000000E+03
0300028526000070;VS05;S101;HS51;VS05;77484323-K;LUCIPAL SPA;77484323-K;77484323-K;77484323-K;0300028526;000070;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031961;0700024493;ALPLHSIS19;4901546069;77484323-K;898.000 ;8.9800000000000000E+02;8.9800000000000000E+02;2065400.00 ;2215.48 ;2.2154800000000000E+03;2.0654000000000000E+06;898.000 ;898.000 ;8.9800000000000000E+02;8.9800000000000000E+02;0.00 ;0.00 ;-9.3229999999999995E+02;77484323-K;01;LUCIPAL SPA;LUCIPAL SPA;2.3000000000000000E+03
0300028526000060;VS05;S101;HS51;VS05;77484323-K;LUCIPAL SPA;77484323-K;77484323-K;77484323-K;0300028526;000060;20240201;PL_COM_HUERTO_HSJF;PALTA COMERCIAL HSJF;PALTA;0500031961;0700024493;ALPLHSIS19;4901546069;77484323-K;3538.000 ;3.5380000000000000E+03;3.5380000000000000E+03;8137400.00 ;8728.68 ;8.7286800000000003E+03;8.1374000000000000E+06;3538.000 ;3538.000 ;3.5380000000000000E+03;3.5380000000000000E+03;0.00 ;0.00 ;-9.3229999999999995E+02;77484323-K;01;LUCIPAL SPA;LUCIPAL SPA;2.3000000000000000E+03
